sentence,class
HEC sends the company a notification of payment received,Relevant
The study starts and Hec Consutling notify the company when its finished ,Relevant
Company receive notification and analyze the work ,Relevant
Hec consulting send payment notification ,Relevant
Company receive notification of payment  rest of the quotation  ,Relevant
Process ends,Relevant
The student who wishes to apply for this exchange program must pass the 5th semester and must have 12 20 or more in the average grade for the semester,Irrelevant
 The student shows his interest in the exchange project as soon as the home school opens the platform on which he   she can apply,Relevant
 If the student has missed the deadline  they cannot be pre selected,Relevant
 As the school administration collects the names of interested students and verifies their grade  it gives the final list of shortlisted students to one or two teachers who will be in charge and guide the selected students through the procedure,Relevant
 Teachers send an email to shortlisted students to inform them that they will have a meeting to explain in more detail the program and the available faculties and finalities,Relevant
 During the meeting  the teachers explain to the students the program and the subjects they will have at the foreign school  they answer their questions and also ask them to issue within the next 5 days a support certificate signed by the students and their parents or guardians,Relevant
 If the student does not deliver the signed certificate within 5 days  he will be excluded from the list,Relevant
 After handing over the contract  the students choose the finality they wish to study in the foreign school,Relevant
 Teachers must have a final list of 13 students or less,Irrelevant
 If teachers have 13 students or less  they send the list to the foreign school and ask the selected students to register themselves on the foreign school s website before the end of April,Relevant
 If the teachers have a list of more than 13 students  they organize a selection interview to select only the 13 best students,Relevant
 After completing the registration on the foreign school s website  the selected students must pass the 6th semester,Relevant
 If one of them does not pass  they can no longer go to the exchange program  and the process is done,Relevant
 After successfully completing the 6th semester  students begin to collect the paper they need to begin the process of obtaining their VISA,Relevant
 If one of the students has a missing document  he is notified to bring the document to the charged center  if he cannot provide the document  his request for obtaining the VISA is refused,Relevant
 Students who have obtained their VISA must send the tuition fees to the foreign school before the end of October,Relevant
 If they don t  they can t complete their enrollment  which means they can t come to school  and the process is finished,Relevant
 After submitting the tuition fees  the students begin to search for places and apartments in which they can live,Relevant
 After finding the place  the students books an airplane ticket to the foreign country,Relevant
After a long tiring day  I decide to watch a movie and sleep,Relevant
 First  I turn on my laptop,Relevant
 If I have a bad WIFI connection  I pay extra 4G data,Relevant
 I go to the Netflix website,Relevant
 If the Netflix subscription has ended  I renew it by entering my bank account information,Relevant
 If the subscription is still on  I check the movies available on my list,Relevant
 If I find any  I watch their trailers,Relevant
 If I like the story of one of the movies on my list  I watch it,Relevant
 If there are no movies on my list or if I don t like their trailers  I keep looking,Relevant
 I keep scrolling and look for movies based on their type,Relevant
 I watch documentaries first,Relevant
 I start by checking whether it is in English or in French,Relevant
 If these languages ??are not available  I change the type of movies and go to horror movies,Relevant
 I also check the languages,Relevant
 After looking through the types and finding a good movie in English or French  I get up to make some popcorn,Relevant
 If I can t find it  I look for snacks to eat while watching the movie,Relevant
 After bringing the popcorn or the snacks  I start watching my movie,Relevant
 TURBIL is a company which sells tags  ,Irrelevant
 The process starts when a customer send an enquiry to the sales department  ,Relevant
 Sales department makes a quotation for the customer  ,Relevant
 Sales department asks the production department to prepare the order  ,Relevant
 The production department checks the availability of the products in stock  ,Relevant
 Production department prepares the order and send it to the logistic department  ,Relevant
 The production department at the same time update the stock quantity  ,Relevant
 The logistic department ships the product to the customer  ,Relevant
 Once it is done  the accounting department send an invoice to the customer  ,Relevant
 When the customer receive it s order  he pays the amount on the invoice  ,Relevant
 Accounting department records this payment and the process is finished ,Relevant
 OPTICAL DISCOUNT is a company that sell eyewear  ,Irrelevant
 The process starts at the beginning of the year when all company s suppliers send all the price of their products  ,Relevant
 The director receives the suppliers prices list and analyses them first  ,Relevant
 Then  the prices list is shared with the purchasing  sales and marketing employees in order to discuss it with the directors ,Relevant
 This committee notes all the major variations in price  and selects the suppliers that the company will need to negotiate with  ,Relevant
 The director contacts each of these suppliers in order to arrange a meeting  ,Relevant
 At the date of meeting  director and the suppliers negotiate prices ,Relevant
 If a price agreement is not reached between the company and the suppliers  the process ends here  ,Relevant
 If a price agreement is reached  both parties company and suppliers adopt the new prices and this  for one year  ,Relevant
 The director acknowledges the employees of purchasing  sales and marketing department on this prices change  ,Relevant
 The process ends when all the prices are updated in the company system ,Relevant
PFSweb is a company which is based in Grâce Hollogne,Irrelevant
 It treats orders of its customers such as Pandora and Clarins and manages returns for them,Irrelevant
 I worked as a student in this company  in the team which manages returns of Pandora,Irrelevant
 The process starts when a student worker receives a Pandora order returned by a client,Relevant
 The student checks that the jewellery ticked by the customer on the return form has actually been returned,Relevant
 If jewellery are clean and undamaged  the student puts them in a blue box,Relevant
 Damaged jewellery and earnings are put in an orange box,Relevant
 Jewellery put in orange boxes are then stored in the part of the warehouse dedicated to damaged stock,Relevant
 Blue boxes are put in a cart,Relevant
 Other student workers take the cart and check whether the label of each product is correct,Relevant
 If this is not the case  student workers give these boxes to their supervisor so that he or she can handle this issue,Relevant
 However  if labels are correct  students put blue boxes containing the jewellery in the cart and send the cart to other student workers,Relevant
 These students will then create a form to reimburse customers,Relevant
 Once the form is created and confirmed in the IT system of PFSweb  the accounting department proceeds to reimburse the clients,Relevant
 Meanwhile  student workers receive the future location in the warehouse of each piece of jewellery which will be refunded,Relevant
 Finally  jewellery are stored in the good inventory,Relevant
My mother likes eating paella,Irrelevant
 For her birthday  I wanted to please her by cooking this dish,Irrelevant
 The process started with searching for a recipe on the website Marmiton,Relevant
 Then  I had to buy the necessary ingredients,Relevant
 After that  I cut the chicken into pieces,Relevant
 I chopped the chorizo  peppers  onions and the garlic,Relevant
 I also peeled and crushed tomatoes,Relevant
 Afterwards  I have browned the chicken piecesin olive oil,Relevant
 Istirred and added the squid and onions,Relevant
 Then  I added tomatoes  peppers  garlic and saffron,Relevant
 After 5 minutes  I continued to stir and I added the rice  slices of chorizo  one litre of water and a bouillon cube,Relevant
 I added prawns  brought the mixture to the boil and I left to cook for 30 to 35 minutes,Relevant
 The process was finished when the dish was finally ready,Relevant
 The customer selects a guitar and add it in his shopping cart,Relevant
 The customer sends a request at Thomann s customer service for more information about a guitar,Relevant
 The Thomann s customer service staff is notified that a customer need information about a product,Relevant
 The Thomann s customer service staff responds to the customer demands,Relevant
 The customer has a choice   abandon his shopping cart and the process is over OR he confirms the shopping cart,Relevant
 The customer must send his personal data  Phone number  email  address ,Relevant
 The customer proceeds to payment via bank transfer,Relevant
 Once the information is received and the payment is done  the customer receives a notification that his order is being prepared,Relevant
 The ordered guitar is removed from the storage and prepared in a secured parcel,Relevant
 The guitar is shipped and the client receive the notification,Relevant
 The customer receives the guitar,Relevant
 A customer contacts the renting car agency and says that he is interested in renting a BMW,Relevant
 The renting car agency receives the notification and ask the customer s personal datas  name  surname  age  ID card  driving licence ,Relevant
 The customer send the personal datas and wait 24h for these datas to be treated,Relevant
 Once the datas received  the agency creates the renting contract,Relevant
 The agency sets up an appointment with the customer,Relevant
 During the period before the appointment  the agency will check the state of the car,Relevant
 The day of the appointment  the customer pays a deposit and take the car,Relevant
 Once the customer is finished with the car  he returns the car at the car agency ,Relevant
 The cutomer pays the cost of the rental ,Relevant
 The agency check the state of the car,Relevant
 Once the check is done  the agency returns the deposit back and the process is finished,Relevant
Amazon is the world largest online retailer  ,Irrelevant
The process starts when you open the application and search for the product you wish to order base on the characteristic and the reason of my purchase,Relevant
When you found the product you put it in my basket,Relevant
You can either decide to pay at the same moment or you can wait for 2 to 3 days before placing my order  depending on the urgency and the fact that you could find the same product on another website with a cheaper price,Relevant
If you find a similar product on another at a cheaper price  you would end the ordering process on amazon and cancel what is in your basket,Relevant
 If not you will proceed to the payment and then receive a tracking number,Relevant
Amazon then send a notification telling you they have receive the order and the number of day you will get your product,Relevant
After you have to wait for 3 days if it s a prime order and a maximum 1 week if it s a normal order ,Relevant
When your order live warehouse  they send you a notification that your package left warehouse  and during the process before delivery  you can track your product by using its tracking number,Relevant
The day you have to receive your product  they send you a notification telling you that your product will be deliver that day,Relevant
When you receive the product  if you are satisfied you grade the seller on the application  else you can decide to return back the product,Relevant
For return you have a maximum 3 days not counting the delivery day  amazon upon receiving back your order they schedule back your payment,Relevant
Both accessible and inexpensive  ING can accommodate with a variety of customers,Irrelevant
With the ING essential offer  even young people  student with no income can subscribe to ING and benefit from a free bank account,Irrelevant
The process start when you book an appointment with a bank adviser,Relevant
On that day  after an exchange with the bank adviser on terms  conditions and answer question like are you a student? Are you working?  Etc,Relevant
He enter all your personal information in the system  including your name  address  and then print the document and hand it over to you,Relevant
Upon checking the information if everything is correct  you are ask to sign the document or else if something is wrong with these information  he correct it in the systems and print back a new one for you to sign,Relevant
You will then receive a notification welcoming you and telling you that they have received your request for the opening of your account  giving you the next step ,Relevant
The bank validates your request ,Relevant
You receives a notification that you will receive your debit card by post with your ING card reader,Relevant
They ask you to download ING app on playstore and install it,Relevant
Then you have to create a password,Relevant
The process starts when the employee arrives at work,Relevant
 Then the first thing he does is to scan his personal badge to the time clock,Relevant
 Then  he need to choose his machine to work and transport the merchandise,Relevant
 After  he needs to connect his headphone to the program which gives him the orders,Relevant
 Then the employee needs to choose his department,Relevant
 This activity is quite simple,Irrelevant
 Now that everything is connected  the employee can start to prepare the order,Relevant
 The order was made 1 day ago by the retailer and sent to the command centre,Relevant
 The employee knows what he needs to take for the order because the system give him the location and quantity where the goods are,Relevant
 When he finished an order  the employee start preparing another one,Relevant
 The process is finished when all the order are prepared,Relevant
The first thing to do is to wash your hands,Relevant
 Before starting cooking  you need to preheat the oven to 180 degree,Relevant
 Then  you read the ingredients list and start weighing the ingredients,Relevant
 You can use white chocolate if you prefer,Irrelevant
 When everything is done  mix flour  baking soda  salt  baking powder and set aside,Relevant
 Then mix butter and sugars,Relevant
 Use soften butter if possible,Irrelevant
 Beat in eggs and vanilla until it seems fluffy,Relevant
 Now  you can add the chocolate chips,Relevant
 Mix the preparation once again,Relevant
 Make dough ball and put it on a cookie sheets,Relevant
 Make sure they are place enough between the balls,Relevant
 Bake them for approximately 8 10 minutes,Relevant
 Before removing it from the cookie sheet  you need to wait 2 minutes,Relevant
 You can it eat warm it is so delicious,Irrelevant
Ita is an Italian furniture fittings producer  which exports its products to North Africa,Irrelevant
 The process starts when the producer receives a price request inquiry from a customer,Relevant
 The inquiry is registered for treatment,Relevant
 After registration  the accounts manager checks if the customer exists in their database  if not an email is sent to ask for the customer s business information VAT  address  person in charge ,Relevant
If not return is received after 7 days a reminder is sent and if no response is received after another 7days the inquiry is rejected,Relevant
 If the customer exists  the inquiry is sent to the inventory manager to check availability,Relevant
 After the inventory is checked a pro forma invoice with all necessary information  payment conditions  stock availability  incoterms  and sent to customer,Relevant
 The inquiry is valid for 15 days if no return is received the pro forma invoice is automatically canceled,Relevant
 If the customer confirms the pro forma invoice   a final invoice is sent to make payment,Relevant
 When payment is received the goods are delivered and the process ends,Relevant
The process starts when a student needs to buy a pair of shoes online,Relevant
 The student finds his favorite pair of shoes and add them to the cart,Relevant
The online shop receives an order notification,Relevant
 The employee checks payment and the delivery information,Relevant
 Only after the payment and the delivery information are confirmed,Relevant
 The employee sends a confirmation email to the buyer and sends the delivery information to the supply chain department,Relevant
 After the product is packaged and sent for delivery  the employee sends another email for shipment delivery date and tracking number to the buyer,Relevant
 After the product is received  the process end only after 14 days since the delivery day,Relevant
The process starts when a consumer contacts the organisation for advice or information on a consumer related topic via phone or email,Relevant
 Topics could be for example complaints about warranty  energy advice and tenancy law,Irrelevant
 A member of the consumer advice department tries to answer the question directly or if it is more complicated  he she fixes an appointment do discuss the matter,Relevant
 If the answer was sufficient  the process is finished,Relevant
 If not  the customer comes to the office on the planned date and discusses the subject more deeply with the advisor,Relevant
 Either a solution is found  and the process is finished  or a file is opened,Relevant
 Then  the customer leaves,Relevant
 The advisor acts as an intermediary between consumer and professional,Irrelevant
 The advisor contacts the professional to find a solution,Relevant
 Then  the employee informs the consumer about the outcome,Relevant
 This could be repeated several times,Irrelevant
 When the Consumer Protection Organisation cannot help anymore  the file is closed  and the process is finished,Relevant
The process starts when a company calls or sends an email,Relevant
 The seller answers the customer and if the company wants to buy something  he she makes different offers,Relevant
 The customer can buy software  computers  printers  etc,Irrelevant
 Then  an order is made  and the company comes and picks up the order when it is delivered  or the IT technician sets it up on site,Relevant
 This process finishes when the customer pays,Relevant
 However  if the customer has a technical problem  the seller forwards the customer on to technicians,Relevant
 They have all the equipment at their workshop,Irrelevant
 The technician helps either via phone or via remote monitoring,Relevant
 The process might end here after the invoice is sent,Relevant
 If no solution is found  the technician goes to the customer directly to solve the problem,Relevant
 Either the process ends here with an invoice sent  or the problem is not solved,Relevant
 if pieces have to be replaced or repaired,Relevant
 The technician goes back and orders the necessary parts,Relevant
 Upon delivery  the technician returns to the company to fix the problem,Relevant
 The process is finished when the solution is found  and an invoice is sent,Relevant
  Jardin d Estelle  is a beauty salon where you can choose between a single massage or a couple massage,Irrelevant
 The process starts when the client click on the type of massage he wants on the website,Relevant
 After  a calendar appears on the screen with a choice to make between 3 buttons  one for Estelle  one for Sophie and the another for  no preference  ,Relevant
 For example  if the client clicks on  Estelle   it means that he wants her to be his masseuse during the appointment,Irrelevant
 After  the choice of the client made  a calendar appears on the screen with all the available schedule,Relevant
 This client chooses one and he is redirected to the payment part,Relevant
 Then the client chooses between  payment by card  or  payment in cash at the appointment day ,Relevant
  Jardin d Estelle  receives all the information about the meeting ,Relevant
 Then the client comes the right day and pays if he needs to do it,Relevant
 The employee does the massage and then the process is finished,Relevant
 The process starts when the person  John  goes on the Linkedin page of another person  Luca  ,Relevant
 When John is on the page of Luca  he clicks on the button  message  ,Relevant
 If the Luca is a premium candidate  John must ask Luca to be friend before sending a message ,Relevant
 Premium subscription is chargeable if you want it ,Irrelevant
 John asks Luca to be friend if Luca is premium candidate ,Relevant
 Luca receives the notification and he accepts it ,Relevant
 After that or without the friend relationship in case of not premium candidate  John writes his message and sends it to Luca ,Relevant
 Luca receives the notification and answers to John ,Relevant
 John receives a notification on his app,Relevant
 John reads the message and the process is finished,Relevant
Grain d Orge is a restaurant located in Liège and was founded in 1986,Irrelevant
 The process starts when a customer enters the restaurant,Relevant
 A waiter hears him enter and goes to meet him,Relevant
 If there is no place in the restaurant  the waiter apologizes to the customer and tells him that it is not possible this time,Relevant
 The waiter gives a business card to the customer who could not be served,Relevant
 In this case the process ends,Relevant
 If there is a place available  the waiter seats the customer at a table and gives him a menu card,Relevant
 The waiter informs the customer about the specials of the day and if any dishes are no longer available,Relevant
 The waiter then takes the drink order,Relevant
 The customer may decide to order a delicious  Duvel   for example,Irrelevant
 The waiter gives the drink order to the bar,Relevant
 When the drinks are ready  the waiter brings them to the customer and then takes the food order,Relevant
 Finally  the waiter sends the food order to the kitchen and the ordering process is completed,Relevant
First and foremost  it is important to know that building a house takes time and that the price of new construction has increased steadily over the past twenty years,Irrelevant
 The process begins when a client buys a piece of land to build on,Relevant
 The client then goes to an architect,Relevant
 The architect asks for the project specifications and gives a first approximation of the price based on the project,Relevant
 The client goes home,Relevant
 Maximum 2 weeks later  the architect sends by e mail to the customer the final project with the detailed estimate,Relevant
 If the project or the estimate is not suitable  the client returns to the architect,Relevant
 If the client is satisfied with the project and the estimate  he gives his approval to the architect,Relevant
 When the architect receives the payment from the client  he contacts the various building companies and organizes the construction site,Relevant
 The building companies are for example masons  roofers  tilers  carpenters  ceiling workers  ,Irrelevant
 Then he supervises that the timing and quality are good during the construction,Relevant
 Finally  the architect hands over the keys of the new construction to the client  the process is finished,Relevant
The process starts when a customer switch on his computer and goes on the Internet,Relevant
 He can open a Chrome  Safari or Explorer page  it does not matter  the result will be the same,Irrelevant
 Then  he searches for the Amazon website,Relevant
 The customer writes  frying pan  in the research bar of the website,Relevant
 Then he compares the different goods suggested and their prices,Relevant
 He chooses the pan that he wants and adds it to his basket,Relevant
 He clicks on the  Order Now  button,Relevant
 He now either has to create an account or simply log in if he has already one,Relevant
 He enters its personal data such as his name  the address where the product has to be delivered  etc,Relevant
 The address can be someone s else address if he orders it for a friend for example,Irrelevant
 Then he proceeds to the online payment and receive a confirmation email,Relevant
 He will receive the pan 5 days later,Relevant
 If after 7 days he has not received anything yet  he will ask for a refund,Relevant
John wants to bake brownies for his little brother s birthday,Irrelevant
 The process starts when he goes to the shop to buy all the necessary ingredients,Relevant
 He buys the ingredients  pays at the checkout and comes back home,Relevant
 His kitchen has just been painted in a brand new colour  he likes it a lot,Irrelevant
 He puts on his apron and washes his hands,Relevant
 First  he switches on his oven and set the heat to 180 degrees,Relevant
 He starts by weighting all his ingredients and prepare them in separate bowl,Relevant
 He breaks the eggs and adds sugar to it in a big bowl,Relevant
 Then he stirs both,Relevant
 He adds flour to the mix,Relevant
 He melts the dark chocolate then adds it to the batter,Relevant
 Again  he stirs everything with energy,Relevant
 He chooses the squared baking thin,Relevant
 He also has an animal shaped one but his brother is now too old for that,Irrelevant
 He pours his mix into the baking pan and puts it in the oven,Relevant
 After 15 minutes  he gets his brownies out of the oven and lets it cool down,Relevant
 After half an hour  he offers them to his little brother and eat them together,Relevant
The customer starts the process by choosing his order on the Uber Eats platform  Uber Eats is a delivery service for food delivery in a  fast food  restaurant ,Relevant
 Then  the customer pays via a banking application and once the payment is made  a message is sent to the restaurant that will start preparing the customer s order,Relevant
 Simultaneously with the preparation of the order  Uber Eats will appoint a delivery person for the order and once the order has been prepared  the delivery person will take receipt of the order and begin delivery,Relevant
 Then  a notification is sent to the customer stating that the delivery person has taken receipt of the order and indicates a delivery time,Relevant
 Uber Eats delivery people are private individuals who can decide their own schedule,Irrelevant
 Once arrived  a message is sent to the customer who will pick up his order,Relevant
 And finally  once the delivery is completed  the customer is invited to note the delivery and the process is thus completed,Relevant
The customer designates a destination on a certain date  as well as the place of departure,Relevant
 Then  Blablacar will put this person in contact with other travelers who will make a similar journey and a person who will also make the journey with his car,Relevant
 The different travelers will contact each other to define the exact meeting place,Relevant
 And once the time of departure  the different people will meet and start the journey,Relevant
 We can note that a good behavior and a good mood will allow everyone to have a good trip,Irrelevant
Once arrived at the destination  the different people will say goodbye,Relevant
 Respecting the rules of the road is important so that all these peopleare at their destination safe,Irrelevant
 The different passengers will be invited to write down their journey and the different passengers will have to make the payment within 48 hours after the end of the trip,Relevant
 This money is needed to pay part of the gas  tolls    for example,Irrelevant
Finally  the driver will receive the different payments from the passengers and the process will be completed,Relevant
The Campus Recruitment HEC is a NPO inside HEC Liège,Irrelevant
 The process of registration starts with our event team sending the invitations to all companies two months before the event date,Relevant
 The invitation email contains a link to a form collecting necessary and useful data for the registration and the invoicing,Irrelevant
 When the company receives the email  it can register itself on the form and their registration is recorded inside a form response file,Relevant
 If the company did not register itself  a reminder is sent 30 days after the sending of the invitations  a second reminder is sent 15 days after the first reminder,Relevant
 Reminders contain the same information than in the invitation e mail,Irrelevant
 The event team check every two days if there are new registrations in the form response file,Relevant
 If there is a new registration  they verify the data provided,Relevant
 If it is complete  a confirmation e mail is sent to the company and the company is registered as confirmed,Relevant
 If there is a missing piece of information  an email is sent to the company and the registration is on hold until the information is received,Relevant
 One month before the event  the event team starts to send the personal links to the online platform where the event takes place to the companies which are confirmed,Relevant
 The registration process ends the day before the event,Relevant
 All registrations on hold are cancelled,Relevant
The process starts with the sending of invitations to companies by the event team,Relevant
 Companies register with an online form,Relevant
 Registrations are recorded in the form response file,Relevant
 The file is accessible to every team,Irrelevant
 The accounting department check every week if there are new registrations,Relevant
 When there is a new registration  the accounting department start by verifying if all the necessary data for the invoicing is available,Relevant
 Necessary data is in the second part of the online form and is often  partially  missing,Irrelevant
 If all the data is available  an invoice is created and sent,Relevant
 If data is missing  an e mail is sent to receive the missing data from the company,Relevant
 If nothing is received a reminder is sent every 7 days,Relevant
 If nothing is received the day before the event  the registration is cancelled,Relevant
 If the information is received on time the process continues,Relevant
 Once the invoice is created and sent  the payment is due,Relevant
 If the payment is not received a reminder is sent every week,Relevant
 For example every Monday,Irrelevant
 If the payment is not received the day before the event  the registration is cancelled,Relevant
 Once the payment is received the form response file is updated,Relevant
 If the registration is cancelled  the accounting department send a notification to the event team and the form response file is updated,Relevant
 The process ends when all payments are received,Relevant
ZARA is a textile brand that deals in online and in store sales of different categories of clothing and fragrances for men  women  children and home furnishings  ,Irrelevant
 The process starts when the customer logs on to the website or the shop s application,Relevant
 The customer then selects the item and places it in the shopping cart,Relevant
 The website redirects the customer to the payment method ,Relevant
 The customer selects their payment method either before delivery or after delivery,Relevant
 Once the payment has been validated  the shop prepares the order,Relevant
 The order is sent either to  DHL or LA POSTE  or directly to the customer ,Relevant
 The order leaves the warehouse of DHL or the post office for delivery ,Relevant
 The customer receives the order ,Relevant
 Then checks the quality of the order or returns it and the process starts again or gets a refund,Relevant
 Once the quality is validated he validates the Payment end of the process,Relevant
SNCB is a travel agency that offers travel services for citizens to different destinations by train  ,Irrelevant
 Customers log in to the application or go to the ticket office  at the station,Relevant
 then they select their direction or get on the train if they have a travel pass,Relevant
 online the customer is redirected to the payment ,Relevant
 The customer selects their method of payment either by bank transfer or by Bank contact at the counter,Relevant
 Once the payment is validated the travel agency generates an electronic or physical ticket,Relevant
 A train controller from the agency validates the ticket  ,Relevant
 He travels to the destination ,Relevant
 Arriving at the destination the process ends ,Relevant
 The process start when student  makes a research for a company  who needs an intern,Relevant
 The student indentifies a company s based on their option,Relevant
The student applies for the internship,Relevant
The student makes a discussion with their friend about the courses at school,Relevant
The student sends the document required for the internship,Relevant
The student receives company feedback,Relevant
If student profile is interested by the company  they accept the application,Relevant
The student takes an interview appointment ,Relevant
the student passes the interview,Relevant
The student sends a letter including their task or activity he or she has to do during the internship to the university in order to know if their task is the same as their option,Relevant
The student signs the contract between company  student  and their university,Relevant
The student tells their parent or family that he will start the internship,Relevant
 The student starts the internship  the process is finished,Relevant
There are a lot of student in University of Liège,Irrelevant
 the process starts when student fills the application form at university,Relevant
 The student sends hard copy  document by poste,Relevant
The university receives student document ,Relevant
 The University analyses the document of the student,Relevant
The university gives the feedback to the student that their document is completed,Relevant
The student makes a celebration with their friend that their document is accepted by the university,Relevant
The smnager  gestionnaire  sends the document to the one who take the decision   jury ,Relevant
The Jury analyses the student document,Relevant
The Jury makes a decision either student is allowed an admission or not,Relevant
 if student is allowed the admission  jury sends the admission letter to the student by email  the process is finished,Relevant
Colruyt group is a food retail chain which also offers a service called  click and collect  for shopping in their supermarket,Irrelevant
The process starts when a customer makes an order on Corluyt s website,Relevant
The order is paid by card directly on the website at the last step of the order,Relevant
Colruyt employees are notified of the order made by the customer,Relevant
An employee is in charge of preparing the order list,Irrelevant
For example  a bottle of Cava  some biscuits  vegetables and a frozen pizza,Irrelevant
An employee puts the order in the fridge,Relevant
For instance the frozen pizza is kept in a freezer and vegetables are also kept at good temperature in a fridge,Irrelevant
Then  the customer comes to the shop at the pick up point,Relevant
The customer asks for its order,Relevant
The Colruyt employee gives the respective order to the customer,Relevant
The customer takes its order  leaves the shop and the process is finished,Relevant
Deliveroo is a food delivering company operating in different countries such as Spain  Italy and Belgium,Irrelevant
The process starts when a customer makes an order on Deliveroo s application,Relevant
For example  a pizza with peperoni in a Italian restaurant,Irrelevant
Deliveroo s employees are notified by the order on the company s platform,Relevant
An employee accepts to be in charge of the order,Relevant
At the same time  the restaurant where the order is made  is also notified of the order,Relevant
The restaurant prepares the order asked by the customer,Relevant
During the preparation time  the employee drives to the restaurant,Relevant
The employee picks up the order,Relevant
At the same time  the customers is notified that the order has been picked up by the Deliveroo s employee,Relevant
The employee drives to the customer s address,Relevant
During this time  the customer checks the arrival time of the deliveryman on the application,Relevant
