sentence,class
      The client lists the food he wants,Relevant
      The waiter encodes it into the computer ,Relevant
      The waiter prints the ticket ,Relevant
      The waiter gives the ticket to the chefs,Relevant
      The clients pays for the order,Relevant
      Meanwhile  The chefs ask to the kitchen some ingredients to make the sushis,Relevant
      The kitchen guy gives the ingredients to the chefs,Relevant
  The chefs make the sushi rolls ,Relevant
  The waiter packs the order into a bag with baguettes and salsas to accompany the sushi ,Relevant
  The waiter gives the order to the client,Relevant
The client leaves,Relevant
      A client sits at a table,Relevant
      The waiter goes and gives him a menu,Relevant
      The client looks at the menu ,Relevant
      Once the client is ready to order  he makes a sign to the waiter,Relevant
      The waiter takes the orders,Relevant
      Coffees are excellent there ,Irrelevant
      The waiter gives the order to the kitchen  if the clients ordered something to eat ,Relevant
      Meanwhile  the waiter prepares the drinks with small biscuits to accompany it,Relevant
      The waiter brings the drinks to the client,Relevant
  The kitchen brings the food directly to the clients ,Relevant
  The clients drinks and eats ,Relevant
  The clients comes to pay at the counter,Relevant
The client leaves,Relevant
 Le Brull  is a dental clinic attached to the CHU of Liège  ,Irrelevant
The process begins when a patient arrives at the clinic ,Relevant
The patient goes to the reception desk  where he or she is asked whether it is an emergency or an appointment  ,Relevant
He or she presents his or her identity card so that his or her details can be checked  ,Relevant
In case of an appointment  the patient is directed to the waiting room  where the dentist concerned will come to collect him or her for treatment  ,Relevant
If it is an emergency  the patient is required to wait for an indefinite period of time and care will be provided according to the degree of urgency of his or her case  ,Relevant
For example  a broken tooth  an infection    ,Irrelevant
Once the work is completed  an invoice will be sent to the patient within 24 hours  ,Relevant
The patient leaves the clinic  ,Relevant
He will have to pay for his care as soon as the invoice is received  ,Relevant
If he has not paid after one month  a reminder is sent to him  ,Relevant
The clinic in Waremme has a very well known surgery department  ,Irrelevant
The process begins when the patient comes to the clinic s admissions desk ,Relevant
They are asked for their identity card ,Relevant
Then he is asked if he has insurance ,Relevant
 If so  we check the e mail sent by the hospital insurance  ,Relevant
If not  we send it to the insurance terminal  ,Relevant
After this step  we explain the admission declaration  fill it out and has it signed  ,Relevant
The admission declaration includes among other things the choice of insurance  the costs of the stay  the pharmaceutical costs  etc  ,Irrelevant
Once the declaration is signed  the patient receives an identification bracelet and labels  ,Relevant
Finally  the patient is sent to the surgery department  ,Relevant
The surgery department is located on the third floor  ,Irrelevant
The patient is then received by the nurses  who explain how the operation will be done ,Relevant
 Uber Eats is an American online food ordering and delivery platform launched by Uber in 2014 ,Irrelevant
 The process starts when the customer selects a dish in uber Eats app and places an order ,Relevant
 The consumer has the possibility to add a comment on the ingredients of the dish when placing the order ,Relevant
 The uber software receives a request for a dish ,Relevant
 The restaurant decides to accept or not the request ,Relevant
 The restaurant prepares the order ,Relevant
 If yes the uber software sends a request to a driver to deliver the dish ,Relevant
 Then  the customer receives a confirmation and tracks the order progress through the application,Relevant
 The restaurant notifies the driver when the dish is ready ,Relevant
 The driver delivers the dish and contacts the customer when arrived to destination ,Relevant
 The uber software receives the payment by a credit card and sends the invoice by email ,Relevant
 The uber software sends a notification to note the delivery experience and the restaurant ,Relevant
 If the customer is satisfied he can tip the driver through the app,Relevant
 Campus France is the national agency in charge of promoting French higher education abroad  managing scholarships from French and foreign governments and hosting international students,Irrelevant
 The student builds his study project and learns about the training courses offered,Relevant
 The student prepares his application   for instance language tests  translations of diplomas     and creates his account on the site,Relevant
 The student submits his application online,Relevant
 The student pays the costs of the file online or on site with credit card or via a cheque,Relevant
 The agency sends a confirmation email,Relevant
 If the file is complete the agency validates the file on the platform,Relevant
 After a few days the agency sends a notice to pass the motivation interview by email,Relevant
 After one month the student starts receiving responses from universities  two possibilities    no admission  end of process    one or more admissions  the student receives the certificate of acceptance and makes his final choice,Relevant
 The student presents the original documents of his academic background and the certificate of acceptance to the agency,Relevant
 The student prepares his departure with the help of workshops organized by Campus France,Relevant
 The student fills his visa application with the certificate of acceptance signed by campus France,Relevant
A so called  mini enterprise  is a company created by young people in their final year of secondary school  who in addition to this activity  study economics  for example,Irrelevant
 The process of creating a mini business begins with the application to LJE  the organization that oversees the activity,Relevant
 LJE takes the application into consideration and will then visit the students,Relevant
 The students submit the project  for example the creation of a drink  and briefly describe their ambitions,Relevant
 The students have to start looking for a minimum capital of 700 euros,Relevant
 Following this  an opening general meeting is held in order to legally create the entity,Relevant
 This is followed by a year of sales  fairs  and learning,Relevant
 If the project fails and the team dissolves  an extraordinary meeting must be called to warn the shareholders,Relevant
 If the activity goes smoothly  a general meeting is scheduled in April  all shareholders must be called at least 15 days before,Relevant
 If they do not wish to attend the event  they must either authorize another person to attend in their place with a written proxy  or notify the company in writing of their absence,Relevant
 The document must be in A4 format  sent in pdf format and legible,Irrelevant
 At the end of the year  the students dissolve the company  either by donating the capital to an association or by returning it to the shareholders,Relevant
 This depends on the dynamics of each group,Irrelevant
 If the share has increased in value  the shareholder will have realized a capital gain  if the share is lower than its initial value  he will have made a capital loss,Relevant
 For students who do not wish to dissolve the company  it is possible to continue the project and be supported by an incubator,Relevant
The Erasmus is the journey of a lifetime,Irrelevant
 First of all  the student goes to the International Relations Department in order to consult various testimonies of former students,Relevant
 If none of them seduced him  they can either abandon their project or consider a double degree,Relevant
 In the latter case  they consult Mrs  Gillet and the process stops,Relevant
 If the student is interested and after consulting the testimonies  they will select their favorite destinations,Relevant
 They will then register in the student ranking,Relevant
 If their average is sufficient  they will be able to go to one of their favorite destinations,Relevant
 If not  they will be assigned another destination without affecting the rest of the process,Relevant
 Some students are very disappointed  frustrated and regret not having worked harder to get a better place in the ranking,Irrelevant
 Anyway  the student then contacts the university that will host them,Relevant
 They receive their learning agreement from the University of Liège  transfer it to their host university and start looking for accommodation,Relevant
 Students are also advised to learn some of the language of the host country  but few apply this advice,Relevant
 Once the departure date arrives  the student goes to their host university and gives a paper to be signed by the local office  which they send directly to the University of Liège to prove that they are in fact there,Relevant
 The student spends one semester in their new school,Relevant
 At the end of this time  the student takes the examinations and obtains a certificate of achievement  which they hand over to the University of Liège on their return,Relevant
 In case of failure  the student will retake the exams abroad  until obtaining the certificate  in order to close the Erasmus,Relevant
 The warehouse takes care of sending packages in the different office of the company according to their orders ,Relevant
 The process starts when an office sends an email for placing an order ,Relevant
 For example  pens  pencils  sheet of paper  staples  folders and so on ,Irrelevant
 Employees are notified that an order is receiving ,Relevant
 An employee looks the order ,Relevant
 The employee prints the order ,Relevant
 The employee prepares a cart and the order sheet ,Relevant
 The employee moves around the warehouse and fills his cart according to the order ,Relevant
 For example  he puts paper toilet  pens and coffee bag ,Irrelevant
 Then  he puts the cart with the order sheet in the room of current orders ,Relevant
 Another employee checks the cart and the order sheet to be sure there is no mistake ,Relevant
 Then  he packs the order ,Relevant
 Meanwhile  another employee prints the invoice with all the items in the order ,Relevant
 The invoice is put in the package ,Relevant
 Then  the order is filed in the loading room ,Relevant
 A truck picks up the order and drops it off at the office  the process is finished,Relevant
 UnoBis is a restaurant which sells pizza and pates to takeaway ,Irrelevant
 The process starts when a customer rings to place an order ,Relevant
 An employee picks up the phone ,Relevant
 The employee asks for his order ,Relevant
 The customer communicates his order ,Relevant
 For example  one pizza Sole Mio and one pizza Margherita ,Irrelevant
 The employee notes the order and gives an hour to pick up the command ,Relevant
 An employee prepares the order ,Relevant
 The kitchens contain all the equipment needed to cook pizza and pates ,Irrelevant
 Meanwhile  the customer leaves his home and comes to the restaurant ,Relevant
 The employee hosts the customer ,Relevant
 He says the amount of the order for the payment ,Relevant
 The customer pays cash ,Relevant
 You can t pay by card ,Irrelevant
 The employee gives the order to the customer ,Relevant
 The customer takes his order and leaves the restaurant  the process is finished,Relevant
Traiteur de Haene is a caterer operating in Belgium  Brussels region  only in B2B,Irrelevant
 When a company wants to order food from them  they need first to check their website to see what the different offers are,Relevant
 Then  they decide which menu they want to order,Relevant
 It can be for example buffets  starters or several meals,Irrelevant
 After taking this decision  they need to call or send an email for information,Relevant
 When Traiteur de Haene receives the call or email  they will send a quotation in a document to be filled online,Relevant
 Then  the ordering company will fill the document and complete the order by sending their approbation by email or by phone,Relevant
 As soon as Traiteur de Haene have received the confirmation of order  they will encode it in their data basis,Relevant
 When the order confirmation is encoded  an order receipt will be printed,Relevant
 This receipt will be put in an excel file,Relevant
 The order is finally sent to the kitchen so they can start preparing it  depending on when is the delivery date and time,Relevant
 They are able to deliver during the day or on the evening,Irrelevant
 When the delivery time comes  the delivery team plan their delivery regarding the place and the time  and then deliver it,Relevant
 When the lunch or dinner is finished  the ordering company can choose weather Traiteur de Haene comes back to take the plates back or not,Relevant
 If they chose not to  the process is finished,Relevant
 If they want Traiteur de Haene to take the plates back  the process is finished when the delivery team has taken the plates back,Relevant
In march 2021  if a person wants to enter Belgium from abroad  he she needs to follow some procedures,Relevant
 This situation is due to the corona crisis that the world is living,Irrelevant
 The person needs first to check which measures apply when leaving the country he she is currently in,Relevant
 Those measures are different depending on the country,Irrelevant
 When the person knows what to do to leave  he she needs to fill up an online document regarding the entrance in Belgium by filling many personal information and precising weather he she stays longer than 48h in Belgium or not and if he she is resident of Belgium,Relevant
 If the person is a Belgian resident  he she will not be asked to provide a negative PCR test before entering the country,Relevant
 If the person is not Belgian resident  he she will be required to provide a negative PCR test,Relevant
 If the person stays less than 48  the person is not required to quarantine and a PCR test,Relevant
 If the person plans to stay longer than 48h  he she will have to self isolate for 10 days  and to do a PCR test at the first and 7th day of quarantine,Relevant
 When the person enters Belgium  he she receives an SMS with a code and a link,Relevant
 The sms is written in Dutch  French and German,Irrelevant
 The person can then click on the link and book an appointment for the first PCR test using the code he she was provided,Relevant
 Another SMS with another code will follow for the second PCR test,Relevant
 If the second test is positive  the person needs to keep self isolating and do another test 7 days after,Relevant
 The process ends when the person is negative to COVID 19,Relevant
Let s take the example of a mini golf  ,Irrelevant
The process starts when a customer enters the mini golf  ,Relevant
The customer asks for the equipment to an employee at the desk   ,Relevant
The employee at the desk asks for the number of players and the age  ,Relevant
The customer communicates the number of players and their age  ,Relevant
For example  2 adults and 3 children   ,Irrelevant
The employee in the equipment zone is notified with the equipment to prepare ,Relevant
The customer pays for the equipment in cash or card and also pays a deposit ,Relevant
Meanwhile  the employee in the equipment zone prepares the equiment ,Relevant
The customer goes to the equipment zone  ,Relevant
The employee in the equipment zone gives the equipment to the customer  ,Relevant
The customer starts playing ,Relevant
The customer comes back to the equipment zone and gives back the equipment ,Relevant
The employee in the equipment zone notifies the desk that the equipment is back ,Relevant
The customer goes to the desk  ,Relevant
The employee at the desk gives back the deposit  ,Relevant
The customer leaves ,Relevant
ASP Groupe is a renovation company which works with insurance company  ,Irrelevant
The process starts when a customer calls his insurance company after a sinister ,Relevant
The insurance company contact ASP Groupe  ,Relevant
An employee of ASP Group goes to the sinister to see the damages  ,Relevant
For example  a completely burnt house  ,Irrelevant
The employee draw up a quote  ,Relevant
The quote is sent to the insurance company  ,Relevant
The insurance analyses the quote and accept it or not  ,Relevant
Meanwhile  ASP Groupe employee check the availability of its workers in case the quote is accepted   ,Relevant
Workers can be ASP Groupe s workers or subcontractors ,Irrelevant
If the insurance company accepts the quote  the workers start to work on the sinister  ,Relevant
The insurance pays the amount to ASP Groupe when the work is done  ,Relevant
The Burger customers  order are received on the application,Relevant
 When an order is received  the central allocate the order to the restaurant closest to the customers  location,Relevant
 Once the restaurant receives the order  the chef take the right amount of meat patties out of the fridge,Relevant
 They need to stay out of the fridge around 10minutes in order for the cooking to be perfect,Relevant
 Simultaneously  the chef slice the vegetables and prepare the Fresh Sauce,Relevant
 The Fresh Sauce is a  The Burger special  sauce  customers love it,Irrelevant
 Then  the chef heats the bread before assembling The Burger,Relevant
 While the chef is cooking  the central check whether the payment from the customer has been received and book a delivery guy,Relevant
 Once notified  the delivery guy goes to the restaurant to pick up The Burger,Relevant
 He then delivers it in less than 6minutes to the client,Relevant
 That s what we call efficiency!,Irrelevant
Alfred works as postman in the town of Saive,Irrelevant
 Everyday  he engages in a delivery tour to post letters,Relevant
 Each morning  Alfred bikes to the post station and get the letters,Relevant
 He also check whether packages need to be delivered today,Relevant
 If there are no packages  Alfred delivers the mail by bike  he enjoys it more,Relevant
 However  if there are packages to be delivered  Alfred drives the post truck because he can t carry all the packages on his back,Relevant
 He always starts by delivering mail in the neighborhood A  the farthest from the post station,Relevant
 Then  Alfred delivers neighborhood D  C and B  in that order,Relevant
 In the afternoon  Alfred goes back to the post station and prepares his next day delivery round,Relevant
 To do so  he allocates each letter to its right neighborhood,Relevant
 For every letter  Alfred must check whether it is well stamped,Relevant
 Once these tasks are done  Alfred is free to go back home and walk his dog!,Irrelevant
      The restaurant for which I worked  holds a managing system for the tables  bookings  ,Irrelevant
      When a client phones to book a table  and communicates the datum when he wants to come  the waiter needs to check the availability of tables  ,Relevant
      If a table is available on that day  the process will keep going  if no table is available  either the client will postpone to another date  or he will cancel his request and the process is over ,Relevant
      If it s a table for more than 4 people  they will be sitting in the  Fish room   if they re less or equal to 4 people  they will be placed in the  Harbour room   ,Relevant
      If there is a free table in the room desired  the table will be booked and the waiter will communicate the table number to the client  in order to make it easier for when the customer arrives,Relevant
      The customer will communicate the accurate time when he will be there  ,Relevant
      The waiter will register the hour in his program  ,Relevant
      When the client arrives  the waiter has to open the table on his program to confirm that the client arrived  ,Relevant
If the waiter hasn t opened the table on his program in the 20 minutes while the client was supposed to  the reservation will automatically be canceled and the table will be free again for an eventual other client ,Relevant
      The waiter will go regularly to the client s table to check that everything is ok ,Relevant
  All the food and drinks ordered by the client will be registered by the waiter on the program with the customer s table assigned  ,Relevant
If the bill is more than 60€  a drink will be offered  otherwise nothing will be offered ,Relevant
  The  table   on the computer program  will be closed when the client will have paid either by cash or by card ,Relevant
 The process is finished,Relevant
      My sister is working as a recruiter in a big company in which there is a special process to hire people  ,Irrelevant
      First  when they are looking for a new candidate to work for them  she will place a job description on the website of the company  ,Relevant
      If someone is interested in applying for the job  he will be asked to send an email to her e mail address  ,Relevant
      She will receive dozens of applications  ,Relevant
She will only keep people who can either speak English and or Dutch  those who can t speak any of those languages will be out  ,Relevant
      She will notify them by e mail that their application has been rejected ,Relevant
      She will contact by phone the most interesting profiles to make an interview in face to face with them ,Relevant
      On the phone  they will agree on a datum to meet  ,Relevant
      After having seen all the interesting candidates  she will write a report  a debriefing on the best 3 candidates and show it to her director ,Relevant
      If the report is clear enough and that the manager can make a decision thanks to it  he will choose the candidate without having seeing him  ,Relevant
Otherwise  he will arrange a meeting with the best candidates ,Relevant
   If one candidate has been selected  he will receive an email to be informed that he is selected and the others who haven t been selected  will also be informed by email  ,Relevant
  If the director hasn t been able to make a decision with the report  my sister will organize another meeting with the 3 best candidates and her manager ,Relevant
  2 days after the meeting  the candidates will receive a positive or negative answer for the job  ,Relevant
  Once one candidate has been selected  the process is over ,Relevant
 A client makes an order to market buy a stock to his stock broker,Relevant
 The stock broker checks the price and the liquidity for the stock,Relevant
 The liquidity can show how many stocks the client can buy without having an increased slippage,Irrelevant
 The stock broker notifies the client about the price and the liquidity for the desired stock 5,Relevant
 The client either accepts or refuses the conditions for the trade,Relevant
 If the client refuses the trade  the process is finished,Relevant
 If the client accepts the trade  the stock broker debits the client s account from the sum dedicated to the buying of the stock,Relevant
 The stock broker places the order on the stock exchange,Relevant
 At the execution  the stock broker pays the stock to the seller and receives the stock bought,Relevant
 The stock broker notifies his clients of the good execution of the trade,Relevant
 The process is finished,Relevant
 The process starts when someone wants to buy a stock on a stock broker website,Relevant
 The interface of the broker website is ergonomic and gives a pleasant user experience,Irrelevant
 The customer places its order in the form dedicated to new orders and press Enter,Relevant
 The system receives the customer s order,Relevant
 The system places the allocated funds of the client on hold,Relevant
 The system detects which class of asset is in the order,Relevant
 The system performs a research to sort only the assets in the category chosen by the customer,Relevant
 The system selects the relevant asset chosen by the customer,Relevant
 The system can receive two type of orders  market orders or limit orders,Irrelevant
 The system recognizes if it is a market order or a limit order,Relevant
 If it is a market order  the system executes the order at the market price,Relevant
 If it is a limit order  the system places the order in the order book,Relevant
 When the order is executed the system takes the on hold funds to pay the seller,Relevant
 The system credits the asset on the customer s account,Relevant
 The system sends a notification of the execution of the customer s order,Relevant
 The process is finished,Relevant
It is the Vice President  VP  of the CIO that organizes the recruitment in the CIO Essentia ,Irrelevant
At the beginning of the Easter Holiday  the VP informs the team that the recruitment will take place and organize a poll in order to set a date for the recruitment ,Relevant
3 days later  the VP selects the most popular date  this will be the date of the recruitment ,Relevant
Then  the VP informs the team and  especially  the communication team of the date ,Relevant
After that  the communication team posts a Facebook and an Instagram status saying that Essentia is recruiting ,Relevant
In the status  it is stated that the applicant should apply by sending their CV and a Cover letter ,Relevant
Moreover  there is a deadline in the status which is 5 days before the day of recruitment ,Irrelevant
Five days before the recruitment  all the members screen the CV and the cover letters and make a first selection between the applicants ,Relevant
It is rare that we refuse someone at this stage but it happens from time to time ,Irrelevant
if 2 3 or more of the members have accepted the applicant   in that case  the applicant is hired ,Relevant
If less than half of the members have accepted the applicant  in that case  the applicant is not hired ,Relevant
If less than 2 3 and more than half of the members have accepted the applicant  there is a discussion between the members and after the discussion  they have to vote again  ,Relevant
Only the members of the CIO Essentia and participants on the humanitarian trip are going to sell croquettes ,Irrelevant
The process starts when the Event Manager sends to them the excel file in which they can register their sales ,Relevant
At the same time  the Event Manager informs every one of the deadline to send back their excel file ,Relevant
Essentia sells 7 different types of croquette s boxes ,Irrelevant
Then  the sellers register their sales in their excel files and collect payment from their clients ,Relevant
When the deadline comes  the sellers send back their excel files to the Event Manager ,Relevant
After that  the Event Manager has 24 hours to aggregate all the sales in all the excel files and write it down in a summary table ,Relevant
The summary table is also an excel file that computes the total number of boxes sold by everyone  the total number of boxes for each type of croquettes and the amount that Essentia is going to pay to the supplier ,Relevant
After the 24 hours  the Event Manager gives a call to the supplier to order the croquettes ,Relevant
The delay for being delivered is 1 week ,Relevant
The Event Manager usually orders a Friday in order to be delivered the Friday after ,Irrelevant
Two day before the delivery  the supplier sends an approximate hour of delivery by mail to the Event Manager ,Relevant
The Event Manager informs the croquettes sellers of the hour of delivery ,Relevant
2 days later  we are delivered at the approximate hour given by the supplier ,Relevant
The Event manager counts the boxes to see if all the croquettes are there ,Relevant
If some boxes are missing  the Event manager calls back the supplier and the supplier comes back to deliver the missing boxes ,Relevant
If all the boxes are there  the Event Manager distributes the boxes to the sellers ,Relevant
The sellers will then deliver their boxes to their clients ,Relevant
The day of the delivery  the Event Manager receives the invoice  by email ,Relevant
The invoice is 30 days to be paid ,Irrelevant
Then  on the day of the delivery  the Event Manager informs the sellers that they have 1 week to pay the proceeds of their sales to the Essentia bank account ,Relevant
1 week late  when all the payments are received  the Events Manager pays the supplier and the process is finished ,Relevant
Delhaize is a retail supermarket,Irrelevant
 The process stats when the truck unload the goods,Relevant
 A chief brings a roll to the shelf,Relevant
 For example  the roll of chips is brought in front of the shelf where the chips are,Irrelevant
 The chief prepares the shelving tool by putting the goods on it,Relevant
 The employees and students take the shelving toll to fill the shelves,Relevant
 If you cannot put all the goods in the shelves  you put the surplus in a bin that will be stored in the reserve,Relevant
 But before putting the surplus in the reserve  the bin will be controlled by an expert,Relevant
 Sometimes it can happen there is new product  so an expert has also to control,Relevant
 You repeat the operation until all the goods received are in the supermarket or in the reserve,Relevant
BNP Paribas Securities Services is a bank providing services to fund,Irrelevant
 The Fund Accounting department provides the Net Asset Value  NAV  of the fund to the Management Company,Relevant
 The process of the NAV calculation starts when the accountant receives the signoff of the pricing team which is in charge of pricing the assets in the fund,Relevant
 Once we receive that signoff  we have to check if all the assets are correctly priced,Relevant
 If the assets are not correctly priced  we have to contact the pricing team to redo their job,Relevant
 Then  we can launch the calculation of the NAV,Relevant
 When the calculation is done  we print the 3 different reports and we check if the variations in the fund are not too big  it is a step of control,Relevant
 For example  if the variation is superior to 10%  we have to investigate what could happen,Irrelevant
 When we complete that task  we give all the documents to our supervisor who control the NAV to see if the accountant doesn t make a mistake,Relevant
 The last step is to send the NAV to the client who will accept it or not,Relevant
 If he doesn t accept the NAV  we have to recalculate it,Relevant
 We also have to respect the cutoff which is the deadline to send the NAV to the customer,Irrelevant
 From DR Congo  Grace McKenzi is a Montreal artist  a fan of Rap and French melody,Irrelevant
 The process starts when he chooses the main theme of the album mostly in relation to the experiences he is going through or has gone through in order to find the title of the album,Relevant
 He tries different instrumentals with different songs to see what fits with his lyrics,Relevant
 With his writing in draft format  he has to execute it in the studio with the engineer,Relevant
 This step is very important  if it is missed  the project is failed,Irrelevant
 This is the step of the repetition  here the engineer tries to put the lyrics on his different  yogurts  that the artist made during his preparation,Relevant
 This will allow him to be more comfortable during the studio recording,Irrelevant
 For example  when creating the album Melomaniac  Grace Mckenzi s first studio project  is an album in which he mixes different styles of music that have rocked him since he was young,Irrelevant
 Then  the sound engineer cleans up the recorded tracks of all the songs on the album,Relevant
 This step allows them to have clear  noise free tracks for the next step,Irrelevant
 The engineer puts all the tracks of a song together to get a raw finished product,Relevant
 This is the adjustment stage  this is when the engineer adds effects and boosts the volume of the songs on the album to get commercial quality sounds,Relevant
 It can be done by someone who knows how to do it or he can use paid sites like LANDR to handle the songs,Irrelevant
 Once the songs are finished  the artist decides to distribute the album on different download or streaming sites through distributors that you pay per month like Distrokid  Amuse,Relevant
 EVRARD DPE   PHARMALPA is one of the oldest French pharmaceutical depositories,Irrelevant
 The exercise starts with the control of the product  the labeling  and the stocking of the goods,Relevant
 The forklift operator picks up the goods to start the preparation,Relevant
 He uses the Flash at the beginning of the tour to transmit the voice order information,Relevant
 The operator collects the orders in a box and then scans them,Relevant
 Once the order is completed  it is checked by weighing to see if the prepared weight of the package matches the theoretical weight,Relevant
 If the weighing is not in conformity  a red sticker is put on the parcel,Relevant
 It will be checked manually by another operator,Relevant
 The package with Caudalie products must be prepared for shipment to the pharmacy,Relevant
 The operator checks the parcel  closes it and chooses the shipping mode if the parcel is not in conformity  the quantity is checked  and then a red label is put on it,Relevant
 The operator chooses a mode of shipment according to the size of the package or TNT package of 1 to 14 packages or delivery by pallets   15 packages using software,Relevant
 The procedure ends when they deliver to the different pharmacies,Relevant
      Carrefour is a supermarket that offers a self service payment method ,Irrelevant
      The process begins when a customer goes in the supermarket ,Relevant
      The customer takes a device capable of scanning its items ,Relevant
      The customer goes shopping in the store ,Relevant
      At each item he has to scan it ,Relevant
      The customer goes to the self service checkout ,Relevant
      The customer put the device back ,Relevant
      Carrefour receive the list of its items and gives the price he has to pay ,Relevant
      The customer pays for the items ,Relevant
  The customer can leave the store with its items and saves time ,Relevant
      Cooper vision is a company that manufactures contact lenses ,Irrelevant
      The process begins when the customer goes on the website of the company ,Relevant
      The customer has to register on the website ,Relevant
      The customer has to make an order with the products that he wants ,Relevant
      The customer pays for the order ,Relevant
      Cooper Vision receives the order into its system ,Relevant
      The order is transferred to the order pickers ,Relevant
      Order pickers can browse the shelves to complete the order ,Relevant
      The order is then packed and sent to the customer ,Relevant
