sentence,class
 The student ties the potential paper that he untied,Relevant
 The student puts the acknowledgement receipts in a box for archiving,Relevant
 The student restarts the process with the next letter,Relevant
 If he started with names beginning with the letter A  now he has to do the names beginning with the letter B,Relevant
 When all the letters are done  the process is finished,Relevant
The Big 4 often have a high staff turnover  so a  sorting  system is necessary to ensure that not just anyone is working for the company,Irrelevant
The process starts when the company receives an application,Relevant
The candidate s CV is reviewed by the human resources department,Relevant
After analysing the CV  HR sends an e mail to the candidate either to schedule an interview  if it matches the criteria sought by the company  or to inform the candidate that he or she is not suitable,Relevant
The head of the HR department passes the interview on to the candidate,Relevant
Within 3 days after the interview  the company informs the candidate that he or she will have to take skills tests,Relevant
If not  the candidate is informed that he or she is not selected,Relevant
The HR department schedules a date with the candidate for the skills test,Relevant
For example  a test consisting of 20 questions in the form of multiple choice questions,Irrelevant
The company passes the test to the candidate,Relevant
If the candidate passes the test  the company makes an offer within 7 days  otherwise it informs the candidate that he or she is not selected,Relevant
The offer is sent either by e mail or by fax  depending on the company s choice,Relevant
Once the candidate has accepted the offer  the company schedules an appointment with the candidate to have him her sign the employment contract,Relevant
The process ends when the candidate signs the contract,Relevant
Nowadays  it is not always easy to make yourself something to eat every day when you come home from work  it is sometimes too late and you don t feel like cooking,Irrelevant
That s why Takeaway  a Dutch company  offers its services to Internet users,Irrelevant
The process starts when you start to get hungry  no matter what time of day or where you are,Irrelevant
Once you feel hungry  you go to the Takeaway website,Relevant
Once on the site  you can browse through the various offers on offer,Relevant
If the offers on the site do not appeal to us or do not correspond to our expectations  we log out and decide to cook a good meal anyway,Relevant
Otherwise  if a restaurant or brasserie appeals to us  the process continues and we click on the desired restaurant,Relevant
It is important to know that Takeaway offers something for every taste  Chinese food  Italian food    ,Irrelevant
Once you are on the restaurant s offers  you have to choose your dish,Relevant
When the dish is chosen  you just have to click on the  order  button,Relevant
An additional window will then appear with a summary of the order,Relevant
The customer must then check the different elements of his order  to make sure there are no surprises on reception,Relevant
If everything is correct  you can click on the  pay  button,Relevant
However  there is one thing to pay attention to  namely the delivery costs,Irrelevant
In fact  Takeaway does not work for free  additional costs are then charged to the person ordering  usually 5€ ,Relevant
When the payment is settled  both Takeaway and the restaurateur receive the order notification,Relevant
At this moment  the customer only has to wait for the delivery man to ring the doorbell,Relevant
The process ends when the customer receives their food at the delivery point they specified when placing their order,Relevant
All the customer has to do is enjoy their delicious meal,Irrelevant
Colruyt group is a Belgian family owned retail corporation that is managing the Colruyt supermarket retail stores,Irrelevant
The process starts when a customer chooses their items on the Colruyt s website,Relevant
The website of Colruyt offers all the items present in the shop,Irrelevant
Colruyt employees are notified of the customer s order,Relevant
An employee groups the requested items into a basket,Relevant
Colruyt sends an email when the basket is ready to be removed,Relevant
The customer receives the notification,Relevant
The customer goes to the pick up point,Relevant
Most Colruyt shops have a pick up point,Relevant
The customer pays cash or pays by card,Relevant
At the same time  an employee goes to look for the basket in the reserve,Relevant
The employee gives the basket to the customer,Relevant
The customer takes the package and leaves  the process is finished,Relevant
Mid Finance is a credit and insurance broker,Irrelevant
The customer makes a simulation on the website and sends it,Relevant
Mid Finance receives the notification,Relevant
A Mid Finance s employee analyses the simulation,Relevant
They have powerful software that allows them to find the ideal solution for each simulation,Irrelevant
An employee calls the client and proposes a contract,Relevant
The customer informs Mid Finance if he accepts the contract or not,Relevant
Mid Finance receives the information,Relevant
An employee schedules an appointment and informs the client,Relevant
The client receives the appointment s date,Relevant
He goes to Mid Finance offices,Relevant
The employees receive the client for a private appointment,Relevant
The offices of Mid Finance are numerous  ,Irrelevant
And finally  the client signs the contract or not  the process is finished,Relevant
Collect the test in the hospital,Relevant
Attribute a number to the test,Relevant
Put the test on a plank,Relevant
Fix the test in formalin,Relevant
Let the test fix one night in the different necessary solvents,Relevant
Coat in paraffin,Relevant
Let it cool down,Relevant
Cut the test,Relevant
Color the test ,Relevant
Read the test with the microscope  doctor ,Relevant
Write the result  secretary ,Relevant
Send the results to the prescriptive doctor,Relevant
if positive  the patient has cancer   takes others exams to confirm and start the chemotherapy   ,Relevant
The kid informs his will of joining the organization to his parents,Relevant
The parents send an E mail to the person in charge of the registration of the specific scouting unity,Relevant
The person in charge answer whether it is possible to take him or not  If yes  he can come  if no  consider another unity ,Relevant
Register the scout on desk for the federation,Relevant
Register the scout on the personal data center of the unity,Relevant
Send to the scout s parents the registration file   amount to pay for registration and assurance,Relevant
Hand over the assurance administration to the federation who takes care of it,Relevant
Welcome the scout,Relevant
Explain all the relevant information,Relevant
Assign him to a patrol,Relevant
Supply him with the adequate uniform   Scarf,Relevant
Send him a reminder for the next,Relevant
When I m hungry  I decide first if I m going to cook something or I m going to order from a restaurant,Relevant
 If I m busy  I order something  if I m not  I have to cook,Relevant
 If I decide to order  I take a look in all delivery apps  then I decide based on my budget and the offers,Relevant
 When I chose what I m going to eat  the app check if I have already entered my data  if not  the app demands my data  name  email  phone number ,Relevant
 Then  I will I have to choose if I m going to pay online or cash,Relevant
 If the payment is online  I will have to enter my credit card data  and execute the payment  if I have enough fonds  the operation will be executed  if not  the app won t accept my payment  In this case  I will have to pay with cash or undo the order,Relevant
 If the payment is cash  then I have to write how much cash I will give to the delivery man,Relevant
After that  the app sends me an estimated waiting time and the delivery man contact and localization  to visualize and follow the order,Relevant
 And when the delivery man is near to the address given  he calls me and then we met and he gives me my order and takes the money  if the payment is with cash   then I will have to sign in his phone that I received my order,Relevant
 And finally  I eat what I ordered  then the app sends me a notification to graduate the service,Relevant
When I decide to play a football match  I start by contacting my friends whom I usually play with  ,Relevant
I check their availability  ,Relevant
if they are all available  I call the reservation service of a club to reserve a pitch  ,Relevant
if there are some players remaining  we call other friends to complete two teams  ,Relevant
if we find the remaining players I reserve the pitch  if not  we cancel the match,Relevant
When I call the reservation service  I have to provide them with my personal info  name  email  phone number   and the date and the time of the match,Relevant
When the D Date comes  I meet the players in the club  then I collect money from them for the reservation fees,Relevant
 Finally  we start to play our match,Relevant
My boyfriend and I do not want to go out for food,Irrelevant
We choose to open the Takeaway application on our smartphone to order our dinner,Relevant
If this is the first time  we use this application  we must create an account with our address to be delivered,Relevant
 If we already have an account  the application will suggest us the restaurants closest to us,Relevant
On TakeAway  we are offered different choices such as pasta  pizza  pitas kebabs  Chinese  sandwiches  tacos  ,Irrelevant
We choose to eat Chinese food by clicking on the Chinese restaurant of our choice,Relevant
Then  we are offered different meal formulas with the restaurant s best sellers,Relevant
For example  we choose to order two hot starters  two Peking duck and two desserts,Irrelevant
We click on our shopping cart to check the order and validate it,Relevant
TakeAway offers several types of payments such as Bancontact  Paypal  Credit Card and we can also use discount vouchers,Irrelevant
We check our delivery address and pay through the bancontact application,Relevant
The Chinese restaurant receives our order through the TakeAway application,Relevant
We receive an email confirming receipt of our order,Relevant
Sometime later  we receive the necessary time to prepare and receive our order,Relevant
We receive a notification from TakeAway when our order is ready for delivery,Relevant
Finally  we receive our order at home,Relevant
I ordered clothes on Shein and a few days later I receive my package by Bpost,Relevant
I try on my clothes and some do not fit or don t like them,Relevant
The process begins when I decide to return the clothes I am not satisfied with,Relevant
I open the Shein application and go to my orders in my profile,Relevant
I confirm that I have received my package and I click on return the item,Relevant
I select the items I want to return  and I select the reason for the return,Relevant
Shein offers different types of refunds  Shein Portfolio or Initial Payment Account and different types of returns  by Mondial Relay or by us at our expense,Irrelevant
I select the method of refund on the initial account as well as the method of return by Mondial Relay,Relevant
Shein receives the return order information and sends us the return label by email,Relevant
I pack the items to be returned  print the return label and stick it on the package,Relevant
I drop off the package at a relay point and I receive proof of the deposit of my package,Relevant
Shein receives my package and confirms receipt,Relevant
The process stops when I receive the refund on my initial payment account,Relevant
In August 2019  my big sister got married,Irrelevant
I was in charge of throwing her bachelorette party,Irrelevant
First thing to do was asking for help from the bridesmaids  my cousin and my sister s best friends,Relevant
We talked and concluded that we preferred to make it a surprise for the bride to be,Relevant
Then  we set a budget,Relevant
Next step was pre planning everything according to my sister s personality and preferences  the location  theme  food  timeframe  activities and guest list,Relevant
The theme was Bachelorette Slumber Party,Irrelevant
We set all of the deadlines,Relevant
Then  it was time to spread the word,Irrelevant
We chose to invite people over social media,Relevant
The bachelorette party was a mix of old friends  new friends and family members ,Irrelevant
We made reservations and bookings,Relevant
Next  we took care of details  goodies and decorations,Relevant
Making sure that a lot of surprises that my sister would love was a must,Irrelevant
Surprises we prepared were gifts  collecting embarrassing childhood pictures  ordering her favourite food   ,Irrelevant
At this point we got back in touch with the group and finalized the program,Relevant
Zara is part of Inditex  the world s largest fashion retailers,Irrelevant
 I applied on the Inditex Careers website,Relevant
 Once you are registered on Inditex Careers  you will be able to register your personal data and submit your resume and your cover letter,Relevant
 About a week later  you get a response and an invitation to a group interview,Relevant
 At the interview  you receive forms to fill out and you will be asked in which store and department you would like to work at,Relevant
Inditex is composed of eight brands so  you will have to choose whether you want to work for Zara  Bershka  Pull   Bear   ,Relevant
 Then  you will be split into groups of 5 persons and you will watch videos about the company,Relevant
 After watching clips  questions will be asked ,Relevant
Participation is not mandatory but highly encouraged,Irrelevant
  Again  you will be split into groups of 3 people,Relevant
 That is when serious things begin  the real group interview,Relevant
3 days later  I was called to tell me that I would work in such Zara and such department,Relevant
 You also get an invitation to sign your contract,Relevant
The process starts when the customer enters the website of Pull Bear,Relevant
 The website shows 2 different categories to choose from  Man or Women ,Relevant
 After the customer makes his choice  the website direct them to other categories  Clothing  shoes  bags   ,Relevant
The customer explores among all the products and select the ones he likes,Relevant
 Then  he chose the right size and adds the item to the shopping cart,Relevant
 The client has two different options,Irrelevant
 He can return to the main page and repeat the process again,Relevant
 Or he can directly go to process the order,Relevant
 For the latter  the customer needs to sign in or he can continue as a guest,Relevant
 After that  the customer choose how he prefers its products to be delivered  Store delivery  collection point or home delivery ,Relevant
  For the two first options  Pull Bear requests the customer s address and provide him with a list of stores and drop off points close to his location to choose from,Relevant
 Then  it requests the customer s personal details,Relevant
 However  if the client chose home delivery  Pull Bear will directly ask about his personal details  email  name  phone number  and the delivery details  his home address ,Relevant
 Then the customer has two possibilities  Standard delivery or Express delivery  Plus money fees ,Irrelevant
 After the order is made  the client proceeds to the payment online,Relevant
 When the payment is received  Pull Bear notifies the client by sending a confirmation mail,Relevant
 After the product is transferred to DPD Belgium  a delivery service   Pull Bear sends an electronic ticket to notify the customer,Relevant
 On the day the delivery  DPD Belgium sends a message to inform the customer about the delivery time,Relevant
 And the customer receives the parcel,Relevant
 That is the end of the process,Relevant
The process starts when the customer enters the app Bla Bla Car in his phone,Relevant
 He completes his personal information  Name  birth date  phone number  email ,Relevant
 Then  he selects his preferences  Not talking during the trip  being okay with travelling with animals,Relevant
  After that  the customer completes his Journey route  Departure and destination  number of passengers  the date ,Relevant
 The app shows a list of carpooling offers by cars and by bus sorted by time,Relevant
 The customer books the best offer after checking the offers  details  The meeting place  the time  the price  the driver  and the driver s car ,Relevant
 He passes then to complete the payment details,Relevant
 The driver receives a notification from the customer,Relevant
 He can provide two answers,Irrelevant
 He can either accept or reject,Relevant
 In the latter  the reservation gets cancelled,Relevant
 If he accepts  the customer gets notified and the payment is processed,Relevant
 Then  the driver gets in direct contact with the customer,Relevant
 After the trip  both the driver and the customer post a review about each other,Relevant
 And the process ends here,Relevant
The concerned course is the econometrics course for 3rd baccalaureate students,Irrelevant
The process starts when I contact the teacher to know the exercises I have to prepare,Relevant
The teacher answers my email with the exercises in attachment,Relevant
I check my own exercises that I had prepared and corrected when I had this course myself as a student,Relevant
For example  exercises on simple linear regression,Irrelevant
I prepare the new exercises,Relevant
I check the theory to be able to answer any question of the students,Relevant
I remind students of the time and location of the session,Relevant
I arrive before the students to prepare the room,Relevant
I lead the session for an hour,Relevant
I answer the last questions for an additional 30 minutes,Relevant
I leave the room last,Relevant
The process is finished when I send a report to the teacher,Relevant
The process begins when the pharmacist receives a prescription for a specific drug,Relevant
The job of pharmacist may indeed require preparing drugs in a laboratory,Irrelevant
The pharmacist informs the client of the time when the medication will be ready,Relevant
The pharmacist checks his stocks,Relevant
He contacts colleagues if he lacks  ingredients ,Relevant
Once he has eventually been helped out  he weighs the  ingredients ,Relevant
A pharmacist s laboratory contains all the necessary equipment,Irrelevant
He prepares the mixture then,Relevant
He puts the medication in the right container  pills  syrup,Relevant
He labels the package,Relevant
The pharmacist prepares the bill,Relevant
The process is finished when the client has collected and paid their drug,Relevant
Naret is a national retailer  which sells food and non food products offline and online,Irrelevant
The process starts when a customer decides to buy groceries,Relevant
The customer navigates on their website to buy a wide range of groceries,Relevant
The customer completes his online basket of products and validates his list,Relevant
The retailer receives the list of groceries,Relevant
The next day  an employee is given the list and starts collecting the groceries in the physical shop,Relevant
When the cart contains all the groceries contained in the list  the employee encodes on the shop software,Relevant
After that  the customer is notified about the fulfilment of his order,Relevant
Then  the customer goes to the physical shop where his groceries are ready for pick up,Relevant
The customer tells the employee at whose name the order is,Relevant
Thus  the employee gives to the customer his order who pays by card or by cash,Relevant
The employee marks as  out  the groceries,Relevant
At that moment  the bill is sent to the customer by mail  the process is finished,Relevant
Acounti is a small accounting firm  which handles the accounts of his clients and provides advices to them,Irrelevant
The process starts when the accountant enters and his office and checks his management software,Relevant
The documents needed to encode the accounting records are sent there by every client,Relevant
He downloads the documents of a specific client from this software,Relevant
After having downloaded all the required documents  the accountant starts the accounting software and encodes each transaction,Relevant
When he has done all the sales  purchases  and financial records for this client  he ticks on the management software that the encoding for this client is completed,Relevant
If there are still documents to download for other clients or if new documents have been received  he downloads these and starts encoding again,Relevant
When there are no more documents on the software  the accountant checks his e mails and answers to some if needed,Relevant
If a meeting with a client is scheduled that day  the accountant receives the client in his office,Relevant
When the client is sitting on his chair  the accountant answers his questions and provides him advices,Relevant
At the end of the appointment  the client leaves and the accountant continues his work where he left off,Relevant
If there are no mails to answer or clients to receive  the accountant starts to work on the financial statements such as the balance sheet for the end of the quarter,Relevant
When the clock strikes 5 pm  the accountant turns off his computer and drives back home  the process is finished,Relevant
Carrefour is a store which handles packages received by mail,Irrelevant
 The process starts when a customer comes to the counter,Relevant
The customer has three possibilities to get his parcel,Irrelevant
Either he can give the reference of the parcel  or he gives his last name  or he gives the paper received from the letter carrier,Relevant
The employee has to enter the reference or the family name into the computer or scan the paper received,Relevant
The employee receives a product description,Relevant
Either the product is a coli  in this case the system will write  big coli  followed by the number corresponding to the one written on the coli  or the system is an envelope  and the system will write  small coli  followed by the number corresponding to the one written on the envelope,Relevant
The employee takes the right package or letter among all the others,Relevant
The system will then notify if the package or letter requires proof of identity or not,Relevant
If the package or letter requires proof of identity  the customer will be asked to fill out a document,Relevant
For example  with his name  first name  a signature,Irrelevant
And finally  the employee hands over the package,Relevant
Or there is no need for a signature and the employee hands over the package directly,Relevant
The consumer takes the package and leaves,Relevant
Many Carrefour stores have a small butcher shop,Irrelevant
The process begins when a customer comes to the counter,Relevant
The butcher encodes his or her name on the scale so that we know who is serving the customer,Relevant
Several butchers cannot use the same scale at the same time  or the system will break down,Irrelevant
The customer designates the meats he wants,Relevant
Then the customer says the number of slices or the weight of each product,Relevant
For example  the customer asks for 3 slices of lean ham or packs 200gr of scampi salad,Irrelevant
Then the butcher shows the customer what she has cut up and asks for confirmation,Relevant
The customer can either say that the quantity is good  in which case the process continues,Relevant
 Or the customer is not satisfied with the quantity and the butcher starts cutting the meat again,Relevant
 In both cases  the butcher then individually packages each piece of meat and encodes the price per kilo on the scale,Relevant
 When the customer has finished his order  the butcher packs the whole thing in a larger package,Relevant
 Then the butcher prints the label and sticks it on the package,Relevant
 The customer takes the order and goes to the cashier to pay,Relevant
In the Cave of Han  there are some of the most beautiful caves in europe ,Irrelevant
The process starts when a customer comes at the ticket office,Relevant
An employee asks him which activity he would like to do and how many people there are in his group  also in which language he wants the visit,Relevant
The customer answers to the employee,Relevant
The employee tells the client how much he has to pay,Relevant
The client pays cash  by card or uses a voucher,Relevant
Most clients are very friendly and polite,Irrelevant
The client receives the tickets and leaves the ticket office,Relevant
The customers have to queue up to wait the tram,Relevant
The tickets are checked,Relevant
The customers enter in the tram,Relevant
When everybody is sitting on the tram  an employee says with a talky walkie that the journey is about to start,Relevant
The tram leaves the station,Relevant
The employee says with a talky walkie that the tram departed,Relevant
The customers arrive at the entrance of the caves and enter them,Relevant
Some people can be afraid about the entering in the caves,Irrelevant
In the caves they are given some explanations by a guide,Relevant
At the end of the visit  they exit the cave and arrive at the playground  the process is finished,Relevant
Uber eats is a useful app to order meal,Irrelevant
The process starts when the customer opens the app,Relevant
The customer chooses in which restaurant he would like to order some sushi s ,Relevant
The customer put the sushi s he wants to order in the basket,Relevant
The customer confirms the basket ,Relevant
The customer chooses the method of payment,Relevant
The customer pays,Relevant
The uber drivers are notified of the order ,Relevant
The drivers can use a car  a motorcycle  a bike or with a transportation method of their choice,Irrelevant
The fastest uber driver accept the order,Relevant
The restaurant is notified about the order,Relevant
The restaurant cooks the sushi s,Relevant
Sushi s is a delicious meal made with rice and most of the time raw fish,Irrelevant
When it s ready the uber driver picks up the sushi s at the restaurant,Relevant
The uber driver drives to the customer s address,Relevant
The customer is notified the Uber driver is approaching,Relevant
The uber driver give the sushi s to the customer or leave it at the door,Relevant
The customer is asked to evaluate its order  The process is finished,Relevant
 Pizza Hut is a fast food chain  which offers an online purchase ,Irrelevant
 The process starts when a customer go on the Pizza Hut app ,Relevant
 The customer has a view of the meal of the day ,Irrelevant
 The customer places his order in the basket ,Relevant
 For example  a large chicken pizza with one can of Fanta ,Irrelevant
 The customer pays his order by card on the app ,Relevant
 Once the payment is done  Pizza Hut receives a notification of order  ,Relevant
 The employees are preparing his order in the kitchen ,Relevant
 Pizza Hut s kitchens are equipped with all stuff needed to cook pizzas ,Irrelevant
 When the order is ready  the customer receives a notification to come pick the order up ,Relevant
 The customer comes to the restaurant to pick his order up ,Relevant
 A pizza hut employee supplies him with his order ,Relevant
 The customer takes the order and leaves  the process is finished,Relevant
 Zara is a retail store that sells clothes to all public ,Irrelevant
 The process starts when a customer picks his desired clothes ,Relevant
 For example  the customer chooses a tailor pant and a white striped shirt ,Irrelevant
 The customer goes to the cashier ,Relevant
 The vendor scans the articles ,Relevant
 The customer removes the safety lock ,Relevant
 All clothes are equipped with a safety lock in order to prevent from shoplifting ,Irrelevant
 Then the customer pays by cash or card ,Relevant
 When the payment is done  the machine prints the invoice ,Relevant
 After the payment  the cashier ties the articles ,Relevant
 The cashier put the clothes into a bag ,Relevant
 The cashier supplies the customer with his order ,Relevant
 The customer takes the bag with the invoice and leaves  ,Relevant
The process is finished,Relevant
This process is executed in the context of an administrative student job ,Irrelevant
The process starts with creating an excel file ,Relevant
Enter the name and surname of the constituent ,Relevant
Add the excel file in the constituent folder ,Relevant
Encode the current account s  number s  and write the current balance ,Relevant
For example  BEtt ssss yyyy xxx  2€  where the letters are assumed to be numbers ,Irrelevant
Go check the end of the previous period amount in the file of the previous year and put it in the current file as the start of the current period amount ,Relevant
These excel files can be found in a convenient software called  Secib  ,Irrelevant
Reproduce then the all the amounts of the previous period in the column  year x 1  ,Relevant
Rename the different sheets with the accounts numbers as names ,Relevant
Save the excel file ,Relevant
The office in which this process is executed is sleek and well designed ,Irrelevant
Go to the constituent folder ,Relevant
Click on the report named  ADM  ,Relevant
 ADM  means  administration  ,Irrelevant
Click on  Fusion ,Relevant
Enter  transmission of attestation  et select ,Relevant
Pick the  Health insurance  section and  letters  at the right ,Relevant
Validate ,Relevant
Until there  the process is quite quick if the employee is used to it ,Irrelevant
Modify the model of the letter to make it clearer ,Relevant
Print the document two times,Relevant
The printing is made thanks to a big Xerox printer ,Irrelevant
Stick the health insurance labels on the printed letters ,Relevant
Staple the certificates of care to the letters,Relevant
Send them ,Relevant
Krëfel is a company that works with stores in which the consumers can come to see the products,Irrelevant
But the products are stored elsewhere and delivered directly to the customer s premises,Irrelevant
The process starts when the customer orders the product in the store,Relevant
The seller takes the data of the client and send the order at the central control center after that the stock has been checked,Relevant
If there is an available stock the process can continue normally,Relevant
If not the client has to pick up another good,Relevant
Krëfel suggests a wide range of fridges to satisfy all the needs of the client,Relevant
After that  an invoice is sent to the client if he cannot pay directly at the store,Relevant
As soon as the payment is verified by the accounting department a message is sent to the central control center,Relevant
Then the best way to deliver the product is designed to minimize the costs i e  the warehouse used  the combination of customer during the tour and the date,Relevant
Indeed due to the pandemic the cost minimization is extremely important,Irrelevant
The delivery center send a message to the client in order to verify the possible schedule of delivery,Relevant
If it is not possible another date is suggested to the client,Relevant
When the client accept the delivery schedule a message is sent to the delivery team with the instructions of the day,Relevant
The process starts with the client ordering something on the website,Relevant
 Once the product basket is finished a payment is required to send the list at the shop,Relevant
 After the payment the shop receives the list of the products selected by the client,Relevant
  The order manager then notifies a worker to complete the entire basket of goods in the shop,Relevant
 As soon as the order is completed the basket of goods must be put in the fridge in the meantime,Relevant
 As you know the food products have to be storage in the fridge otherwise some bacteria can develop,Irrelevant
 In this case it is the shop that is designed responsible for this mistake,Irrelevant
 The worker then notifies the person in charge of orders,Relevant
 The latter marks the task as completed in the order book and sends a message to the customer at the same time,Relevant
 The customer  from that moment on  has to pick up the order within 24 hours,Relevant
 If the order is not picked up within the time limit  the worker has to put the food back on the shelves and the order manager will charge the client an extra 5€ with a request for confirmation of the previous order,Relevant
 If so the process starts again,Relevant
 If not  a refund is made,Relevant
 VPharma is a pharmaceutical company,Irrelevant
 The process starts when the ordering department send the order to suppliers,Relevant
 Suppliers take the order into account,Relevant
 Suppliers prepare and send the items,Relevant
 The items are transported by trucks,Relevant
 The receiving department receive the items,Relevant
 The receiving department check if quantities are right or if there is a damaged good,Relevant
 And encode the information into an internal software,Relevant
 In the case of wrong quantity or damaged good  the receiving department send a complaint to suppliers,Relevant
 Few times after the reception  the accounting department receive the invoice,Relevant
The accounting department check if quantities on the invoice are correct regarding what the receiving department have encoded,Relevant
If the invoice is correct  the accounting department encode it and put it as to pay,Relevant
 If the invoice is incorrect  the accounting department send another complaint to supplier  encode the invoice  and put it as to nonpay,Relevant
At the end of each month  invoices marked as to pay are paid,Relevant
 Invoices marked as to non pay are paid if the company have received a credit note or the items missing,Relevant
 Bettolins soins infirmiers is a at home curing company,Irrelevant
 The process starts when a patient calls the company for curing,Relevant
 The company encode the personal information of the patient and conclude a date for the first cure,Relevant
 The day of the appointment  the company send a nurse to the patient s home,Relevant
 The nurse goes to the patient s home by car ,Relevant
 On the spot  the nurse see which cure is needing  check if the patient has a doctor s agreement paper and makes the cure,Relevant
 The nurse leaves to go to another patient,Relevant
 At the end of the day  the nurse encodes all doctor s agreement paper into a software,Relevant
 The software acts like an agenda and puts each patient at a different time of following days depending on how many cures they need,Relevant
At the end of the month  the nurse sends how many times She has gone to each patient during the month to health mutual for being paid,Relevant
I Decide to do an omelet,Relevant
How hungry am I?  2   4   6 eggs for respectively not very hungry   normally hungry   very hungry ,Irrelevant
I open the fridge and look for eggs ,Relevant
If number of eggs < 2 I won t make an omelet ,Relevant
If I m very hungry and have less than 6 eggs  I wonder if I wouldn t make a smaller omelet and reask myself how hungry I am ,Relevant
I crack the eggs and beat them ,Relevant
I put the whole thing in a frying pan and turn on the hotplate ,Relevant
I wait for my eggs to be ready ,Relevant
I put the omelette scrambled eggs on a plate  take a knife and a fork ,Relevant
I taste my omelette ,Relevant
Is the omelet seasoned enough? If so  I continue to eat  if not I add the right amount of pepper and salt ,Relevant
I finish eating my omelet or scrambled eggs ,Relevant
A customer arrives ,Relevant
Ask him directly what he wants or let him look at what is in the shop then ask him what he wants ,Relevant
If the customer wants an item other than a personalized bouquet of flowers go directly to the checkout and proceed to the payment and give the item ,Relevant
If the customer wants a personalized bouquet  ask him the price he would like to put in the bouquet as well as his preferences ,Relevant
Select the flowers that could suit the customer s expectations ,Relevant
Arrange the bouquet ,Relevant
If the customer is satisfied  proceed to the payment and give him the bouquet ,Relevant
If not  ask him again what he wants for more details ,Relevant
If he likes some but not all of the flowers  change the flowers he doesn t like with the ones he would like as long as necessary until the bouquet matches the customer s expactations  Then back to arrange the bouquet ,Relevant
If the customer doesn t like the bouquet at all  he leaves  Replace the flowers in their storage pots ,Relevant
Recytex is a company which sorts used clothes and shoes ,Irrelevant
Those clothes are resold or send to developing countries ,Irrelevant
 The process starts when people put their clothes and shoes in clothing bubbles ,Relevant
Trucks will go empty those bubbles and will bring the clothes and shoes to the factory ,Relevant
At the factory  the content is sorted by type  pants  t shirt  shoes     ,Relevant
Then  each type of clothing is send to its work station  ,Relevant
At the work station  the clothes and shoes are sorted in terms of quality ,Relevant
Then  each level of quality is put in the same container ,Relevant
For instance  the t shirts of poor quality are put in the same container as the shoes of poor quality ,Irrelevant
Once the containers are loaded  they are weighted  labelled and send to the right destination ,Relevant
If the container is labelled as great quality  it is send to a second hand shop ,Relevant
If the container is labelled as poor quality  it is send to a developing country ,Relevant
Val Dieu is an abbey which offer guided tours on their site,Irrelevant
The customer can make a reservation online  by phone or at the secretary at Val Dieu,Irrelevant
A maximum of ten people tour is accepted,Irrelevant
Once ten people have made a reservation for a tour  the reservations are closed for this tour and another tour which is planned an hour later is added to the schedule,Relevant
Again  there is a maximum of six tours per day,Irrelevant
The day of the tours  the guide arrives at the secretary and is informed about its groups  how many tours  how many people tour    ,Relevant
The customer pays online when making the reservation or when he arrives at Val Dieu,Relevant
If the customer cancels their reservation  the reservations are reopened for his tour,Relevant
The customer can cancel their reservation at any time,Irrelevant
If the customer has already paid  he is refunded,Relevant
kinepolis is a cinema complex that offers a vending machine  self  service,Irrelevant
the process starts when a customer goes to the automat,Relevant
the automat displays all available films,Relevant
for example the last marvel movie released,Irrelevant
the customer selects the film he wants,Relevant
the machine displays the available times for the selected film,Relevant
the customer selects the time of the film and the number of seats required,Relevant
then the machine displays the payment page,Relevant
