sentence,class
Meanwhile  the employee asks if the customers wants wine or water or another beverage with the dish,Relevant
The customer communicates his choice to the employee,Relevant
The employee prepares the drinks and brings them to the customer,Relevant
When the dish is ready  the kitchen calls for the employee,Relevant
The employee picks up the dish and brings it to the customer,Relevant
When the customer has finished the dish  the employee cleans up the table,Relevant
Then the customers asks to get the bill,Relevant
The employee brings the bill to the customer that pays it,Relevant
The customer leaves the restaurant after paying and the process is finished,Relevant
The process starts when the Huggy s Bar receives and order from a customer via Deliveroo,Relevant
The client pays his order directly via Deliveroo,Relevant
The Huggy s Bar is notified when the client has paid,Relevant
An employee reads the order and communicates it to the kitchen,Relevant
The customer is notified via Deliveroo that the Huggy s Bar received his order,Relevant
The kitchen starts preparing the order,Relevant
The customer is notified that the kitchen is preparing his order,Relevant
When the order is ready  it is loaded onto a moped for delivery,Relevant
The client is notified that the order will be there in a few minutes,Relevant
It usually takes about 10 minutes to drive to the customer,Irrelevant
The driver delivers the order to the client s house,Relevant
The client is notified when the driver has arrived,Relevant
The client picks up his order and the process is finished,Relevant
The Big Four is the nickname used to refer collectively to the four largest professional services networks in the world,Irrelevant
They provide financial services throughout the world,Irrelevant
First  an identification of the firm wishing to get services is mandatory  we need to know its activity and location,Irrelevant
The identification process is done by the Onboarding department,Irrelevant
The potential client has to provide all the documentation needed for the whole identification and AML process,Relevant
Then there is the identification of the board of management,Relevant
Afterwards a deep investigation concerning the identity of the UBO is done  Ultimate Beneficial Owners ,Relevant
Then an AML review is done by the AML department if all the identification are validated,Relevant
This part is the longest and can last 2 days to 3 weeks regarding the size of the analyzed company,Irrelevant
The potential client will then be checked regarding its independence with the firm  conflict of interest are not desirable  it is done by the Independence department,Relevant
When all the precedent process are completed  every information if gathered and expose to a committee of acceptation in order to know if the firm accept or not that client,Relevant
If refused  the client is or rejected or send back to the first step of identification for a better review,Relevant
The firm will could not accept a client if his reputation would be at risk by having relations with him,Irrelevant
With acceptation of the committee  the client is valid and business negotiations start regarding the services and the drawing of the contract starts,Relevant
The team giving the service celebrate the acquisition and acceptation of a new client,Relevant
Each year  the AML process will be done again for risky clients  each 2 years for moderate ones and each 3 years for riskless clients,Irrelevant
When it s been a long time not seeing my family or friends  I go back to France,Relevant
I need in first place to check the timetables of the trains and buses,Relevant
I book my train from Liège and Luxembourg,Relevant
With a minimum of 15min of transition  I then book a second train from Luxembourg to Metz,Relevant
I will then print both of my tickets at my friend s place in the next street,Relevant
I pack my stuff and the D day I leave my place,Relevant
I take a bus to the train station,Relevant
I validate my train tickets with the different machines,Relevant
It is really easy and fast to do  most of the machines are in the middle of the hall,Irrelevant
I take my 2 trains as planned,Relevant
I love this part  it allows me to listen to music and admire the Belgium landscapes,Irrelevant
Once at Metz  I have to take a bus  to do so  I go to a machine that sells tickets near the train station,Relevant
If there are no buses anymore because it is too late  a friend or a relative will pick me up to get home,Relevant
If there are still buses I take the 98 one for a 20min duration,Relevant
I get off and walk for 15min and I am finally home,Relevant
 The process starts when a client calls the BEP company,Relevant
 An employee asks for some information about the building,Relevant
 The client gives information and the plans of the building,Relevant
 Then  the employee drives to the building,Relevant
 The employee takes some measures or calculations,Relevant
 The employee draws the plans if the client can t bring it,Relevant
 The employee encodes the building in the BEP program,Relevant
 The employee ask some more information to the client if it is needed,Irrelevant
 The employee sends the final report to the client,Relevant
 The client pays cash or pays by card  the process is finished,Relevant
 BEP company offers different services such as BEP but also energy audits,Irrelevant
 The process starts when a client calls the BEP company,Relevant
 An employee asks for some information about the building,Relevant
 The client gives information and the plans of the building,Relevant
 For example  the type of boiler  insulation quality  type of roof    ,Irrelevant
 Then  the employee drives to the building,Relevant
 The employee takes some measures or calculations,Relevant
 The employee draws the plans if the client can t bring it,Relevant
 The employee encodes the building in the BEP program,Relevant
 The BEP program is a verry complete tool  with a lot of possible options,Irrelevant
 The employee ask some more information to the client if it is needed,Relevant
 The employee sends the final report to the client,Relevant
 The client pays cash or pays by card  the process is finished,Relevant
 Huggy s Bar Delivery is the delivery service of the Huggy s Bar Restaurant chain in partnership with Deliveroo  which also offer a « take away » service,Irrelevant
 The process starts when a customer orders his food on the Deliveroo App,Relevant
 The customer chooses his delivery time,Relevant
 Deliveroo send the order and the delivery time requested to the Huggy s Bar Delivery Team through the Deliveroo Tablet ,Relevant
 For Example  the customer orders a Magic Tom Burger with 6 BBQ meat balls and a Cola Zero,Irrelevant
 The Deliveroo App redirects the customer to the payment portal,Relevant
 The customer pays by Bancontact  Apple Pay or credit card,Relevant
 Meanwhile  the Huggy s Bar employee checks the available stocks to prepare the order ,Relevant
 The Huggy s Bar employee prepare the order ,Relevant
 When the order is finished  the Huggy s Bar employee set the packaging under the heat lamps ,Relevant
 The Deliveroo employee pick up the order at the time requested by the customer,Relevant
 The Deliveroo employee drives to the customer house,Relevant
 The Deliveroo employee supplies the customer with his order ,Relevant
 Due to Covid the delivery can be proceeded without contacts with the Deliveroo employee if the customer asks for,Irrelevant
 The Deliveroo employee leaves the customer s house and the process is finished,Relevant
 The Driving test in Liège take place at the Wandres Auto center,Irrelevant
 The process starts when the customer arrives with his guide in the parking lot,Relevant
 The customer enters and takes place in the line of the counter ,Relevant
 The employee asks to the customer s and guide s papers,Relevant
 For instance  the customer must show the insurance  the conformity certificate of the car and their roadbook of 1500km fulfilled,Irrelevant
 The employee fills in the client s registration and asks for payment ,Relevant
 The customer pays by cash or by card ,Relevant
 After  the employee asks to the customer to go to the theory room,Relevant
 The customer takes a theory exam of 6 questions,Relevant
 After the theory exam  the examinator comes and steers the customer to their car ,Relevant
 The examinator asks to the customer to demonstrate certain features of the car,Relevant
 For example  the examinator may ask how to turn on the headlights  where the brake fluid is located  and so on,Irrelevant
 The examinator asks to the customer to start the car and to follow the instructions ,Relevant
 After 30 minutes on average  the examinator asks to the customer to return to the autocenter,Relevant
 The customer returns to the auto center and turns off the car,Relevant
 The examinator completes the pass or deferral paperwork,Relevant
 The process is finished,Relevant
Every morning starts the same way  ,Irrelevant
My alarm rings at 7 o clock and I get up out of my bed ,Relevant
Then  I go downstairs to make myself a coffee ,Relevant
I choose between two coffees  strong or light ,Relevant
The strong coffee helps to be better awake ,Irrelevant
I drink my coffee at ease and then I have my breakfast ,Relevant
When I have finished eating  I clean everything and then I go to the bathroom ,Relevant
In the bathroom  I take a shower and then I brush my teeth ,Relevant
After this  I choose my clothes ,Relevant
I dress up and start my day ,Relevant
This is a car tutorial ,Irrelevant
First  you have to get your key ready,Relevant
Unlock your car and get in,Relevant
Once inside your car  the first thing you have to do is to fasten your seatbelt,Relevant
Then  check if all the mirrors are well positioned and at the same time check if your seat is in good position,Relevant
You may want to start the radio but that s not a good idea,Irrelevant
Before ignition  you have to check if the gearbox is in neutral position? If yes  you can start the car,Relevant
 If not  you have to clutch in before,Relevant
Once the car is running  you have to release the clutch while pushing down the gas pedal at the same time if you already clutched before starting the car,Relevant
 If you started the car in neutral position  it is now the time to clutch in and set a gear,Relevant
 Once the gear is set  you release the clutch and push down the gas pedal together,Relevant
Sushi Shop is a French franchiser who sells high quality sushis,Irrelevant
The process starts when a customer order by phone or through the website,Relevant
If the order is registered by phone  the desk employee put the order on the screen,Relevant
If the order is placed through the website  the user register his order itself,Relevant
The user has the choice to pay online or pay at the shop when he will come get his order,Irrelevant
The Desk employee is notified that a customer just have placed an order through the website,Relevant
The employee sees that he has order a Super Salmon mix with a coke,Relevant
The employee give the order to the sushimen,Relevant
Sushi Shop  have all the equipment to make sushi ,Irrelevant
The sushi men prepare the order,Relevant
When the order is ready  the desk employee closes the sushi boxes and put them in a paper bag with chopsticks  soy sauce  napkins  ginger and wasabi,Relevant
The employee put the order in the fridge,Relevant
When the customer arrives at the shop  he tells his name,Relevant
The employee searches his name in the program and look at the order number,Relevant
If the order is not paid yet  the employee tells the amount to pay ,Relevant
The customer pays either by card or by cash,Relevant
Now that the order is paid  the employee take the order in the fridge and give it to the customer,Relevant
The customer leaves the shop and the process is finished,Relevant
Delhaize is a Belgian supermarket chain created in 1867 by Jules Delhaize   belonging to the Ahold Delhaize group,Irrelevant
The process starts when a customer go to Delhaize s website and select all the groceries he wants,Relevant
Then he clicks on the Collect option,Relevant
The option is validated only and only if the order has an amount >30€,Irrelevant
The Customer books a time slot ,Relevant
For example  he has booked the Collect service at the Delhaize of Ans for the time slot 10 00 ,Irrelevant
Then he is redirect to the payment page,Relevant
When the order is paid  the workers at the Delhaize Collect section sees the order and starts to assemble it if the time slot selected by the customer is today,Relevant
When the time arrives  the customer pulls up to the parking lot ,Relevant
An employee is noticed that a car has parked and go get the order,Relevant
The computers are really performant ,Irrelevant
The employee delivers the order to the customer and the process is finished,Relevant
The process starts when the customer enters in the store,Relevant
Leen Bakker employee orally agree on client s needs in terms of furniture,Relevant
The request order is encoded in the information system  company Intranet ,Relevant
Leen Bakker employee is told the first possible date for delivery ,Relevant
For example  the trucks replenishments take place on Tuesdays and Fridays,Irrelevant
Once the date is agreed on  the order request is printed and given to the client,Relevant
The clerk at the check out takes a payment of 20% of the amount,Relevant
The pieces of furniture arrive on due date,Relevant
One of Leen Bakker employee s calls the client to warn the order had arrived,Relevant
The client comes and pays the remaining amount,Relevant
 An employee picks up the order from the stocks and bring it to the client,Relevant
The order is complete and the process ended,Relevant
Wetzlarbad is a swimming pool located in Eupen  Belgium,Irrelevant
The process starts when a customer decides to go to the swimming pool,Relevant
The client goes on the website to book their tickets,Relevant
They first check the availability according to when they want to go ,Relevant
For example  they want to go on a Monday from 6 to 730 am,Irrelevant
After having chosen their spots  they click on  payment button ,Relevant
The website redirects them towards an online payment platform,Relevant
The client pays with his  her computer  smartphone,Relevant
An email is automatically sent to the client with a QR code,Relevant
The client comes at the swimming pool and scans their QR code to enter the facility,Relevant
fter maximum 1 30  the client is required to leave the facility  this ends the process,Relevant
Voyages Léonard is a travel company specialized in coach trips for older people,Irrelevant
The process starts when the registrations for the day trip open,Relevant
The registrations are mainly made by phone calls to the agency ,Irrelevant
The employees receive a call notifying an interest for the day trip,Relevant
